id,city,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,fps_list,channel
159,Salamanca,,Spain,ESP,Europe,40.9651572,-5.6640182,1580.694,155619.0,47351567.0,3.9,99.0,169.0,46.3,33.9,96.5,[mdwPideZJKw],[[0]],[[240]],[[2760]],[0],[28122022],[0.0],[]
160,Porto,,Portugal,PRT,Europe,41.149451,-8.610788,40.868,249633.0,10305564.0,8.2,96.1,167.8,46.0,34.6,106.8,"[VIWikUUl5YQ,HU0zSmvftHM,oFgzHy5Bs-Q,wVLsrjAIhCQ]","[[0], [0], [0], [0]]","[[0], [0], [135], [70]]","[[1740], [630], [3567], [4002]]","[0, 0, 0, 0]","[17052022, 20112022, 21082021, 27032021]","[0.0, 0.0, 0.0, 0.0]",[]
161,Manchester,,United Kingdom,GBR,Europe,53.4794892,-2.2451148,122.876,2782141.0,67215293.0,3.2,99.0,171.0,40.6,32.4,134.2,[F39i-uhMJtQ],[[0]],[[0]],[[810]],[0],[17062021],[0.0],[]
162,Reykjavík,,Iceland,ISL,Europe,64.145981,-21.9422367,31.02,118918.0,366425.0,2.0,99.0,175.5,37.8,26.1,93.1,"[0LoZ97w9Sxs,Jf3UPRDYl0Q]","[[0], [0]]","[[40], [0]]","[[1425], [4160]]","[0, 0]",[],"[0.0, 0.0]",[]
163,Athens,,Greece,GRC,Europe,37.9755648,23.7348324,85.809,664046.0,10715549.0,8.3,97.9,172.5,46.2,32.9,128.1,"[UzmCmQ1-Rlg,GZ_rV35M460,QhvVnvECnn8]","[[0], [0], [0]]","[[0], [0], [70]]","[[1424], [1673], [3311]]","[0, 0, 0]",[],"[0.0, 0.0, 0.0]",[]
164,Prague,,Czechia,CZE,Europe,50.0596288,14.44645927,130.085,1165581.0,10698896.0,5.9,99.0,174.6,43.9,26.2,88.19,"[cmnzgeXDReU,jeS5VPBrXLo,UUVcQTMtKlo,gAH3yvalKx8]","[[0], [0], [0], [0]]","[[76], [55], [230], [0]]","[[5220], [2445], [1300], [2793]]","[0, 0, 0, 0]","[17062023, 31122022, 18022019, 10122020]","[0.0, 0.0, 0.0, 0.0]",[]
165,Ioannina,,Greece,GRC,Europe,39.6639818,20.8522784,238.206,65574.0,10715549.0,8.3,97.9,172.5,46.2,32.9,128.1,[HYOkkZ8i73o],[[0]],[[116]],[[2388]],[0],[22042023],[0.0],[]
166,Patra,,Greece,GRC,Europe,38.246242,21.7350847,238.206,168034.0,10715549.0,8.3,97.9,172.5,46.2,32.9,128.1,[CLjkbCcm9QA],[[0]],[[338]],[[2903]],[0],[],[0.0],[]
168,Niš,,Serbia,SRB,Europe,43.321504,21.89573,75.187,250000.0,6908224.0,7.5,99.5,174.5,43.7,33.1,108.7,[_JCWxUqFCs8],[[0]],[[55]],[[1835]],[0],[],[0.0],[]
169,Larissa,,Greece,GRC,Europe,39.6383092,22.4160706,238.206,146926.0,10715549.0,8.3,97.9,172.5,46.2,32.9,128.1,[1NYXtjbr1wU],[[0]],[[47]],[[2210]],[0],[18022023],[0.0],[]
170,Rome,,Italy,ITA,Europe,41.8933203,12.4829321,233.596,2318895.0,59554023.0,5.3,99.0,168.1,48.1,34.8,125.3,"[aJw5od-0p2I,dwWxcu9Srts,uuAKvl56YVs,ag8VB3nSGVg]","[[1], [0, 1], [0], [0]]","[[30], [63, 4426], [180], [874]]","[[1565], [4426, 5355], [5625], [2083]]","[0, 0, 0, 0]",[],"[0.0, 0.0, 0.0, 0.0]",[]
171,Podgorica,,Montenegro,MNE,Europe,42.4415238,19.2621081,7.404,236852.0,621718.0,7.6,99.2,176.6,40.7,34.3,72.26,"[VTOJfCTgv-0,4sEvZm0SZFg]","[[0], [0]]","[[172], [0]]","[[2505], [699]]","[0, 0]","[27012023, 18112024]","[0.0, 0.0]",[]
173,Skopje,,North Macedonia,MKD,Europe,41.9961816,21.4319213,14.761,474889.0,2077132.0,5.1,98.4,168.6,40.1,33.5,85.1,"[NPIveID4qqU,bBIUPIa8ZwY,1YAnb9aXOXY,ay1jdE4rIuU,5NdobtWZzOA,8PZT3_Qso0Y,acbeDr6zzRw,bXLZk9Cq51Q]","[[0], [0], [0], [0], [0], [0], [0], [0]]","[[80], [55], [23], [42], [56], [34], [0], [0]]","[[3645], [1865], [2910], [2034], [2510], [1953], [2017], [672]]","[0, 0, 0, 0, 0, 59.0, 0, 0]",[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
174,Zagreb,,Croatia,HRV,Europe,45.8130967,15.9772795,29.63,663592.0,4047200.0,7.9,99.3,173.8,44.8,28.9,92.6,[sX5rVQhy2Dc],[[0]],[[63]],[[4462]],[0],[19102022],[0.0],[]
175,Tirana,,Albania,ALB,Europe,40.458608,19.4882273,22.977,418495.0,2837743.0,11.7,98.1,168.1,35.8,29.4,114.7,[8cJcUWHV5AY],[[0]],[[65]],[[3240]],[0],[],[0.0],[]
176,Bratislava,,Slovakia,SVK,Europe,48.1516988,17.1093063,33.072,423737.0,5458827.0,6.1,100.0,174.0,42.5,24.1,99.1,"[zGtYN3lP9VY,2Eaxi2jDfVc]","[[0], [0]]","[[56], [34]]","[[2820], [724]]","[0, 0]",[],"[0.0, 0.0]",[]
177,Thessaloniki,,Greece,GRC,Europe,40.6403167,22.9352716,16.452,317778.0,10715549.0,8.3,97.9,172.5,46.2,32.9,128.1,[dV0yxPmfdg8],[[1]],[[75]],[[3835]],[0],[],[0.0],[]
178,Pisa,,Italy,ITA,Europe,43.4714722,10.67979117,2254.851,109960.0,59554023.0,5.3,99.0,168.1,48.1,34.8,125.3,[UoTl5SbupDE],[[0]],[[56]],[[2790]],[0],[10092022],[0.0],[]
179,Budapest,,Hungary,HUN,Europe,47.48138955,19.14609413,86.93,1741041.0,9749763.0,7.7,99.1,169.5,44.5,29.2,125.6,"[nhmYYU9sr54,bnuSxnSXdRo,dYtmrI8Yjp4]","[[0], [0], [0]]","[[80], [55], [68]]","[[6210], [900], [2487]]","[0, 0, 0]",[],"[0.0, 0.0, 0.0]",[]
180,Naples,,Italy,ITA,Europe,40.8358846,14.2487679,64.296,909048.0,59554023.0,5.3,99.0,168.1,48.1,34.8,125.3,[vlUnuBhthOU],"[[0, 1]]","[[30, 853]]","[[853, 1125]]",[0],[],[0.0],[]
